INPUT_TABLE
Variable ID
IndiaAvgFossilEffKeyword_elec_cool

region,supplysector,nesting-subsector1,nesting-subsector2,subsector,stub.technology,year,average.fossil.efficiency
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2065,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2070,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2075,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2080,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2085,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2090,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2095,1
India,electricity,IndusR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,BengalBay,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,IrrawaddyR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2100,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),1975,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),1990,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2005,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2010,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2015,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2020,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2025,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2030,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,IndCstNE,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,IndCstW,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,IrrawaddyR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,KrishnaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,IndCstE,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,PennarR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,CauveryR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,IndCstS,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,NarmadaR,biomass,biomass (IGCC),biomass (IGCC) (once through),2035,1
India,electricity,IndusR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,SabarmatiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,GangesR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,MahiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,BengalBay,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,TaptiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,BengalW,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,BrahmaniR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,MahanadiR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
India,electricity,GodavariR,biomass,biomass (IGCC),biomass (IGCC) (once through),2040,1
